,Type,Dataset,Train Size,Validation Size,Test Size,Train F1,Train Recall,Train Precision,Train Accuracy,Validation F1,Validation Recall,Validation Precision,Validation Accuracy,Test F1,Test Recall,Test Precision,Test Accuracy,Params
0,KNN,Outliers_NoCorr_NoST_NoPCA.csv,"(72901, 40)","(15465, 40)","(15595, 40)",0.9995893168388068,0.999588483011207,0.9995920874861851,0.999588483011207,0.986581186050037,0.9864856126737795,0.9867412663183133,0.9864856126737795,0.9842893395430129,0.9841615902532863,0.9844960921655707,0.9841615902532863,"{'n_neighbors': 3, 'weights': 'distance'}"
1,KNN,Outliers_NoCorr_NoST_PCA.csv,"(72901, 2)","(15465, 2)","(15595, 2)",0.9995893168388068,0.999588483011207,0.9995920874861851,0.999588483011207,0.9805155695826125,0.9803427093436793,0.9808157267088525,0.9803427093436793,0.978339569536396,0.978069894196858,0.9787777694523729,0.978069894196858,"{'n_neighbors': 11, 'weights': 'distance'}"
2,KNN,NoOutliers_NoCorr_NoST_PCA.csv,"(72901, 5)","(15465, 5)","(15595, 5)",0.999274369438987,0.9992729866531324,0.9992787037419733,0.9992729866531324,0.974836670298655,0.974652440995797,0.9751097712739487,0.974652440995797,0.9725275871855504,0.9723629368387303,0.9727250696974967,0.9723629368387303,"{'n_neighbors': 3, 'weights': 'distance'}"
3,KNN,NoOutliers_NoCorr_NoST_NoPCA.csv,"(72901, 30)","(15465, 30)","(15595, 30)",0.999274369438987,0.9992729866531324,0.9992787037419733,0.9992729866531324,0.9842349281300793,0.9840931134820563,0.9845203211305957,0.9840931134820563,0.9817328129313058,0.9815325424815646,0.9820049710405365,0.9815325424815646,"{'n_neighbors': 3, 'weights': 'distance'}"
4,KNN,NoOutliers_NoCorr_ST_PCA.csv,"(72901, 5)","(15465, 5)","(15595, 5)",0.999274369438987,0.9992729866531324,0.9992787037419733,0.9992729866531324,0.9884841363389201,0.9884254768832849,0.988577672007732,0.9884254768832849,0.9856294944894668,0.9855081756973388,0.9857746276959911,0.9855081756973388,"{'n_neighbors': 3, 'weights': 'distance'}"
5,KNN,NoOutliers_NoCorr_ST_NoPCA.csv,"(72901, 30)","(15465, 30)","(15595, 30)",0.999274369438987,0.9992729866531324,0.9992787037419733,0.9992729866531324,0.9919528470838251,0.9919172324603944,0.9920095761493136,0.9919172324603944,0.9904313030156777,0.9903815325424815,0.9904937268920693,0.9903815325424815,"{'n_neighbors': 3, 'weights': 'distance'}"
6,KNN,Outliers_NoCorr_ST_PCA.csv,"(72901, 5)","(15465, 5)","(15595, 5)",0.9995893168388068,0.999588483011207,0.9995920874861851,0.999588483011207,0.9870081784562363,0.9869382476559974,0.987105576526409,0.9869382476559974,0.9863643339779601,0.9862776530939403,0.9864973616849573,0.9862776530939403,"{'n_neighbors': 3, 'weights': 'distance'}"
7,KNN,Outliers_NoCorr_ST_NoPCA.csv,"(72901, 40)","(15465, 40)","(15595, 40)",0.9995756855665047,0.9995747657782472,0.9995786704997756,0.9995747657782472,0.9909795478278798,0.990882638215325,0.9911157318950858,0.990882638215325,0.9906877475667025,0.9907021481243988,0.9906787803950271,0.9907021481243988,"{'n_neighbors': 3, 'weights': 'distance'}"
